deg_urb,sex,age,unit,time\geo	EU27_2020 	EU28 	BE 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	IS 	NO 	UK 	TR 
TOTAL,F,Y35-44,PC,2014	1.5 	3.0 e	1.8 	2.4 	1.7 	3.3 	3.0 	0 	5.4 	0.8 	1.2 	0 	2.0 	0.3 	1.7 	2.9 	3.6 	0.4 	1.7 	0.4 	1.2 	0.5 	0.7 	0.3 	0.3 	4.9 	2.1 	0.3 	2.2 	15.0 	0.3 
TOTAL,F,Y45-54,PC,2014	2.5 	4.3 e	6.3 	1.1 	1.2 	6.1 	5.4 	0.2 	6.3 	0.2 	1.8 	0 	3.0 	0.2 	0.8 	2.5 	4.4 	1.2 	1.9 	0.4 	1.5 	1.2 	0.9 	0 	0.3 	7.3 	2.9 	0.9 	2.0 	17.6 	0.1 
TOTAL,F,Y45-64,PC,2014	2.5 	4.1 e	6.8 	0.7 	1.1 	9.4 	5.8 	0.2 	6.3 	0.4 	1.6 	0.3 	3.2 	0.3 	1.1 	1.8 	6.0 	1.4 	1.7 	0.4 	1.0 	1.4 	1.1 	0.2 	0.4 	6.2 	3.2 	0.7 	2.8 	16.7 	0.1 
TOTAL,F,Y55-64,PC,2014	2.6 	4.0 e	7.4 	0.4 	1.0 	13.2 	6.3 	0.2 	6.2 	0.7 	1.4 	0.5 	3.5 	0.3 	1.3 	0.9 	8.2 	1.6 	1.5 	0.4 	0.6 	1.7 	1.3 	0.5 	0.5 	5.1 	3.5 	0.6 	3.7 	15.7 	0.0 
TOTAL,F,Y65-74,PC,2014	2.8 	3.6 e	3.7 	0.7 	0.6 	16.0 	5.0 	0 	3.3 	0.5 	1.0 	0 	6.4 	0.3 	0.8 	0.9 	8.0 	1.7 	1.1 	0.4 	0.4 	1.3 	1.5 	0 	0.7 	3.2 	5.5 	0.4 	3.3 	10.3 	0.1 
TOTAL,F,Y_GE18,PC,2014	2.0 	3.3 e	3.8 	0.9 	1.3 	7.9 	4.3 	0.2 	5.4 	0.6 	1.2 	0.1 	3.1 	0.2 	1.5 	1.5 	4.8 	0.9 	2.1 	0.7 	1.3 	1.2 	0.9 	0.6 	0.4 	4.8 	2.9 	0.9 	2.6 	13.0 	0.3 
TOTAL,F,Y_GE65,PC,2014	2.2 	2.9 e	2.7 	0.4 	0.5 	12.3 	4.0 	0.1 	2.1 	0.6 	0.8 	0 	5.4 	0.2 	0.4 	0.5 	5.6 	1.2 	0.6 	0.7 	0.4 	1.5 	1.1 	0.6 	0.4 	2.5 	3.6 	0.2 	2.8 	8.0 	0.1 
TOTAL,F,Y_GE75,PC,2014	1.6 	2.0 e	1.7 	0 	0.2 	7.5 	2.9 	0.2 	0.6 	0.7 	0.6 	0 	4.3 	0 	0.1 	0 	1.7 	0.5 	0 	1.1 	0.3 	1.7 	0.7 	1.1 	0 	1.4 	1.4 	0 	2.3 	5.3 	0 
TOTAL,M,TOTAL,PC,2014	3.4 	4.3 e	4.3 	2.5 	3.4 	7.6 	4.9 	1.4 	5.6 	1.8 	3.1 	2.0 	3.3 	0.8 	6.5 	5.9 	5.2 	6.3 	4.8 	1.1 	3.4 	8.3 	7.7 	2.7 	1.6 	6.2 	2.0 	0.8 	1.5 	12.1 	1.7 
TOTAL,M,Y15-24,PC,2014	2.0 	2.5 e	2.8 	1.2 	1.9 	6.9 	4.7 	0.5 	4.6 	1.9 	0.9 	0.7 	1.2 	0.9 	2.6 	0.6 	2.8 	3.3 	4.5 	1.3 	2.0 	1.3 	0.6 	2.2 	0.3 	4.7 	2.6 	0.9 	1.7 	9.2 	0.9 
TOTAL,M,Y15-29,PC,2014	2.1 	2.8 e	3.2 	0.9 	2.3 	6.5 	4.1 	0.6 	4.2 	1.9 	1.0 	0.4 	1.5 	0.5 	5.7 	2.3 	2.4 	3.5 	4.7 	1.1 	2.3 	2.2 	2.5 	2.0 	0.5 	5.2 	2.9 	1.1 	1.9 	9.6 	1.3 
TOTAL,M,Y15-64,PC,2014	3.3 	4.3 e	4.4 	2.7 	3.5 	7.2 	4.9 	1.5 	5.7 	1.9 	2.8 	1.8 	2.6 	0.9 	6.9 	6.4 	4.8 	5.6 	4.7 	1.1 	3.7 	8.0 	8.0 	2.5 	1.5 	7.0 	2.1 	0.9 	1.5 	12.3 	1.8 
TOTAL,M,Y18-24,PC,2014	2.5 	3.2 e	3.5 	1.6 	2.5 	7.8 	5.5 	0.7 	6.2 	2.6 	1.3 	0.9 	1.8 	1.3 	3.4 	0.9 	2.9 	3.4 	5.3 	1.5 	2.7 	1.8 	0.6 	3.3 	0.3 	6.7 	3.4 	1.0 	2.3 	11.0 	1.4 
TOTAL,M,Y18-44,PC,2014	2.6 	3.4 e	2.4 	1.9 	2.6 	5.6 	4.3 	1.3 	5.3 	1.8 	1.3 	0.7 	1.7 	0.4 	7.2 	5.8 	4.1 	3.5 	3.6 	1.0 	3.7 	5.9 	6.4 	2.0 	0.8 	5.4 	2.3 	0.8 	1.8 	10.7 	1.8 
TOTAL,M,Y18-64,PC,2014	3.5 	4.4 e	4.5 	2.8 	3.7 	7.4 	5.1 	1.6 	6.0 	2.0 	2.9 	1.8 	2.7 	1.0 	7.2 	6.9 	4.9 	5.7 	4.8 	1.1 	3.8 	8.4 	8.4 	2.6 	1.6 	7.4 	2.1 	0.9 	1.5 	12.6 	2.0 
TOTAL,M,Y25-34,PC,2014	2.4 	3.2 e	2.5 	1.7 	2.2 	4.7 	3.4 	1.0 	4.8 	2.4 	1.3 	0.4 	1.4 	0.2 	8.7 	5.9 	3.6 	4.3 	3.1 	0.7 	4.4 	4.5 	5.9 	1.5 	0.4 	4.8 	2.4 	0.8 	1.7 	9.4 	1.9 
TOTAL,M,Y25-64,PC,2014	3.6 	4.6 e	4.6 	3.0 	3.9 	7.3 	5.0 	1.7 	5.9 	1.9 	3.1 	2.0 	2.8 	0.9 	7.8 	7.9 	5.2 	6.1 	4.7 	1.0 	4.0 	9.4 	9.5 	2.6 	1.8 	7.5 	1.9 	0.9 	1.4 	12.8 	2.1 
TOTAL,M,Y35-44,PC,2014	2.8 	3.8 e	2.0 	2.2 	3.0 	4.8 	4.5 	2.0 	5.2 	0.8 	1.4 	0.9 	1.9 	0.2 	7.9 	9.1 	5.2 	2.9 	2.9 	0.9 	3.5 	9.1 	9.7 	1.8 	1.5 	5.3 	1.5 	0.8 	1.6 	11.8 	2.0 
TOTAL,M,Y45-54,PC,2014	4.1 	5.3 e	5.4 	3.4 	4.7 	6.7 	5.8 	1.4 	6.7 	2.3 	4.2 	2.3 	2.5 	2.0 	7.4 	10.1 	4.6 	8.6 	5.8 	1.0 	4.0 	10.5 	12.3 	3.0 	1.6 	9.7 	2.2 	0.9 	0.7 	15.1 	2.1 
TOTAL,M,Y45-64,PC,2014	4.5 	5.6 e	6.9 	4.0 	5.3 	9.7 	5.9 	2.0 	7.0 	2.3 	5.1 	3.2 	3.7 	1.8 	7.2 	8.3 	6.0 	9.1 	6.4 	1.2 	4.1 	11.8 	11.2 	3.5 	2.8 	9.7 	1.9 	0.9 	1.1 	14.9 	2.2 
TOTAL,M,Y55-64,PC,2014	5.0 	6.0 e	8.7 	4.6 	5.9 	13.3 	5.9 	2.7 	7.3 	2.4 	6.3 	4.1 	5.3 	1.7 	6.9 	6.2 	8.1 	9.6 	7.0 	1.5 	4.1 	13.1 	10.1 	4.0 	4.0 	9.6 	1.6 	1.0 	1.7 	14.7 	2.4 
TOTAL,M,Y65-74,PC,2014	4.6 	5.7 e	5.8 	1.7 	3.1 	9.5 	6.2 	0.7 	6.3 	1.6 	6.3 	4.1 	6.5 	0.4 	5.2 	3.0 	6.9 	11.5 	6.1 	1.0 	2.6 	9.4 	8.5 	3.0 	2.1 	4.5 	2.3 	0 	2.5 	14.0 	0.7 
TOTAL,M,Y_GE18,PC,2014	3.5 	4.5 e	4.4 	2.6 	3.5 	7.7 	5.0 	1.4 	5.8 	1.9 	3.2 	2.1 	3.4 	0.9 	6.7 	6.3 	5.3 	6.4 	4.9 	1.1 	3.5 	8.6 	8.1 	2.8 	1.6 	6.5 	2.0 	0.8 	1.5 	12.3 	1.8 
TOTAL,M,Y_GE65,PC,2014	3.7 	4.6 e	4.1 	1.7 	2.7 	8.8 	4.9 	0.6 	5.1 	1.6 	4.6 	3.3 	5.5 	0.2 	3.9 	3.4 	7.6 	9.6 	5.6 	1.1 	1.8 	9.4 	6.6 	3.7 	2.0 	3.2 	1.7 	0.3 	1.6 	11.2 	0.8 
TOTAL,M,Y_GE75,PC,2014	2.6 	3.1 e	1.9 	1.8 	2.1 	7.6 	3.5 	0.5 	3.0 	1.5 	2.2 	2.2 	4.2 	0 	1.8 	3.9 	8.7 	6.0 	4.8 	1.1 	0.4 	9.4 	4.1 	4.9 	1.7 	0.8 	0.8 	0.6 	0.1 	7.2 	0.8 
TOTAL,T,TOTAL,PC,2014	2.7 	3.7 e	4.0 	1.6 	2.3 	7.7 	4.6 	0.7 	5.4 	1.2 	2.1 	1.0 	3.1 	0.5 	3.6 	3.5 	4.9 	3.4 	3.5 	0.9 	2.2 	4.5 	4.2 	1.7 	1.0 	5.4 	2.4 	0.9 	2.0 	12.5 	1.0 
TOTAL,T,Y15-24,PC,2014	1.8 	2.4 e	2.6 	0.9 	2.1 	6.6 	4.4 	0.7 	5.8 	1.4 	0.8 	0.3 	0.8 	0.6 	3.0 	0.6 	3.0 	1.9 	5.7 	1.5 	1.8 	0.9 	0.5 	2.2 	0.2 	5.3 	2.7 	2.1 	2.0 	9.1 	0.5 
TOTAL,T,Y15-29,PC,2014	1.8 	2.6 e	2.6 	0.6 	2.2 	5.8 	3.8 	0.6 	5.6 	1.3 	1.0 	0.2 	1.0 	0.4 	4.4 	1.7 	3.0 	2.0 	4.7 	1.4 	2.0 	1.5 	1.5 	1.9 	0.4 	5.6 	2.7 	1.8 	2.2 	9.3 	0.8 
TOTAL,T,Y15-64,PC,2014	2.6 	3.8 e	4.2 	1.8 	2.6 	6.8 	4.6 	0.9 	5.8 	1.2 	2.1 	0.9 	2.4 	0.6 	4.2 	4.0 	4.6 	3.2 	3.6 	0.9 	2.5 	4.4 	4.4 	1.6 	0.9 	6.2 	2.3 	1.0 	1.9 	13.4 	1.0 
TOTAL,T,Y18-24,PC,2014	2.2 	3.0 e	3.4 	1.2 	2.6 	7.2 	5.0 	1.0 	7.5 	2.0 	1.0 	0.5 	1.1 	1.0 	3.9 	0.9 	3.6 	2.0 	6.5 	1.7 	2.5 	1.2 	0.6 	3.0 	0.3 	6.9 	3.5 	2.6 	2.8 	10.4 	0.8 
TOTAL,T,Y18-44,PC,2014	2.1 	3.1 e	2.1 	1.6 	2.3 	4.9 	3.7 	0.8 	5.7 	1.2 	1.3 	0.4 	1.6 	0.3 	4.9 	3.9 	3.9 	1.9 	3.4 	1.0 	2.8 	3.3 	3.5 	1.5 	0.6 	5.2 	2.3 	1.1 	2.0 	11.8 	1.1 
TOTAL,T,Y18-64,PC,2014	2.7 	3.9 e	4.3 	1.9 	2.7 	6.9 	4.7 	0.9 	6.1 	1.3 	2.1 	1.0 	2.5 	0.6 	4.4 	4.3 	4.8 	3.2 	3.7 	0.9 	2.6 	4.7 	4.6 	1.7 	1.0 	6.4 	2.4 	1.0 	2.0 	13.6 	1.1 
TOTAL,T,Y25-34,PC,2014	1.9 	3.0 e	1.8 	0.9 	2.1 	4.0 	2.9 	0.5 	5.1 	1.3 	1.4 	0.2 	1.3 	0.1 	5.5 	3.9 	3.5 	2.3 	2.1 	0.8 	3.4 	3.0 	3.2 	1.2 	0.4 	4.3 	2.0 	0.6 	1.7 	10.9 	1.3 
TOTAL,T,Y25-64,PC,2014	2.8 	4.0 e	4.4 	2.0 	2.7 	6.9 	4.7 	0.9 	5.8 	1.2 	2.3 	1.0 	2.6 	0.6 	4.5 	4.8 	4.9 	3.4 	3.1 	0.8 	2.7 	5.1 	5.1 	1.5 	1.1 	6.4 	2.2 	0.7 	1.9 	14.0 	1.2 
TOTAL,T,Y35-44,PC,2014	2.2 	3.4 e	1.9 	2.3 	2.3 	4.1 	3.8 	1.0 	5.3 	0.8 	1.3 	0.4 	2.0 	0.3 	4.7 	5.9 	4.4 	1.6 	2.3 	0.6 	2.3 	4.6 	5.3 	1.1 	1.0 	5.1 	1.8 	0.5 	1.9 	13.5 	1.1 
TOTAL,T,Y45-54,PC,2014	3.3 	4.8 e	5.8 	2.2 	2.9 	6.4 	5.6 	0.8 	6.5 	1.2 	3.0 	1.1 	2.8 	1.1 	3.9 	6.1 	4.5 	4.8 	3.9 	0.7 	2.7 	5.7 	6.6 	1.5 	0.9 	8.4 	2.6 	0.9 	1.3 	16.4 	1.1 
TOTAL,T,Y45-64,PC,2014	3.5 	4.9 e	6.8 	2.3 	3.2 	9.6 	5.9 	1.0 	6.6 	1.3 	3.3 	1.7 	3.5 	1.0 	3.8 	4.8 	6.0 	5.0 	4.1 	0.8 	2.5 	6.3 	6.0 	1.9 	1.5 	7.9 	2.6 	0.8 	2.0 	15.9 	1.2 
TOTAL,T,Y55-64,PC,2014	3.7 	5.0 e	8.1 	2.3 	3.4 	13.3 	6.1 	1.3 	6.8 	1.5 	3.8 	2.3 	4.4 	1.0 	3.7 	3.2 	8.1 	5.2 	4.3 	0.9 	2.2 	7.1 	5.4 	2.3 	2.1 	7.3 	2.6 	0.8 	2.7 	15.2 	1.2 
TOTAL,T,Y65-74,PC,2014	3.6 	4.6 e	4.7 	1.1 	1.7 	12.8 	5.6 	0.3 	4.8 	1.0 	3.4 	1.8 	6.4 	0.4 	2.3 	1.7 	7.5 	5.8 	3.4 	0.7 	1.3 	4.9 	4.5 	1.4 	1.3 	3.8 	3.9 	0.2 	2.9 	12.1 	0.4 
TOTAL,T,Y_GE18,PC,2014	2.7 	3.9 e	4.1 	1.7 	2.4 	7.8 	4.7 	0.8 	5.6 	1.2 	2.2 	1.0 	3.2 	0.5 	3.7 	3.6 	5.1 	3.5 	3.5 	0.9 	2.3 	4.7 	4.3 	1.7 	1.0 	5.6 	2.5 	0.8 	2.1 	12.7 	1.0 
TOTAL,T,Y_GE65,PC,2014	2.9 	3.6 e	3.3 	0.9 	1.4 	10.7 	4.4 	0.3 	3.5 	1.0 	2.4 	1.3 	5.4 	0.2 	1.5 	1.5 	6.5 	4.3 	2.8 	0.9 	0.9 	4.8 	3.3 	1.9 	1.0 	2.8 	2.7 	0.3 	2.2 	9.4 	0.4 
TOTAL,T,Y_GE75,PC,2014	2.0 	2.5 e	1.8 	0.7 	1.0 	7.6 	3.1 	0.3 	1.6 	1.0 	1.2 	0.8 	4.3 	0 	0.6 	1.2 	4.8 	2.3 	1.9 	1.1 	0.3 	4.7 	2.0 	2.4 	0.6 	1.2 	1.2 	0.3 	1.3 	6.1 	0.3 
